video_id,frame_no,fps,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
d1f30786-ebcb-4cb2-ae50-e34eba0af68e_delivery_9,0,29.87939589294122,200.34991455078125,306.3031311035156,202.38482666015625,304.364990234375,198.42324829101562,304.4651794433594,205.729248046875,305.5961608886719,196.7808380126953,305.6485900878906,208.54344177246094,315.13641357421875,200.24810791015625,314.85101318359375,207.27685546875,331.51654052734375,198.4594268798828,327.37567138671875,203.70321655273438,330.8112487792969,188.41534423828125,322.4071044921875,216.33006286621094,339.4263000488281,210.0230255126953,339.2572937011719,211.33651733398438,361.73699951171875,202.2607421875,361.1272888183594,220.7178955078125,386.4002990722656,206.14430236816406,384.13641357421875
d1f30786-ebcb-4cb2-ae50-e34eba0af68e_delivery_9,1,29.87939589294122,200.23809814453125,306.32470703125,202.24761962890625,304.3860168457031,198.36801147460938,304.4876708984375,205.61351013183594,305.553466796875,196.8646697998047,305.60797119140625,208.49855041503906,315.0449523925781,200.42172241210938,314.77203369140625,207.23818969726562,331.62677001953125,198.5471649169922,327.2917175292969,203.4130859375,330.494140625,188.14430236816406,321.42828369140625,216.29205322265625,339.4193115234375,210.1267852783203,339.25250244140625,211.21905517578125,361.7116394042969,202.29031372070312,361.1555480957031,220.70481872558594,386.355712890625,206.0868682861328,384.1773986816406
d1f30786-ebcb-4cb2-ae50-e34eba0af68e_delivery_9,2,29.87939589294122,200.19400024414062,306.238037109375,202.2244415283203,304.27996826171875,198.3116912841797,304.39141845703125,205.6820526123047,305.4900817871094,196.86830139160156,305.5613708496094,208.52244567871094,315.0724792480469,200.62950134277344,314.8065185546875,207.08053588867188,331.6688232421875,198.90203857421875,327.23358154296875,203.30111694335938,330.3580322265625,188.62461853027344,320.86614990234375,216.28652954101562,339.4415588378906,210.19918823242188,339.2810363769531,211.27606201171875,361.7379150390625,202.3206024169922,361.238037109375,220.8389434814453,386.3326721191406,205.89671325683594,384.24261474609375
d1f30786-ebcb-4cb2-ae50-e34eba0af68e_delivery_9,3,29.87939589294122,200.16607666015625,306.13372802734375,202.17591857910156,304.1289978027344,198.2677001953125,304.2906188964844,205.7166748046875,305.22393798828125,196.95945739746094,305.42559814453125,208.549560546875,314.8714599609375,201.1032257080078,314.708984375,206.84078979492188,331.5721130371094,199.47402954101562,326.9884033203125,202.853759765625,330.2313537597656,189.50892639160156,319.721435546875,216.0953826904297,339.4083251953125,210.29373168945312,339.32708740234375,211.19615173339844,361.9512023925781,202.42605590820312,361.5124816894531,220.7884063720703,386.28558349609375,205.67494201660156,384.369384765625
d1f30786-ebcb-4cb2-ae50-e34eba0af68e_delivery_9,4,29.87939589294122,200.0962371826172,306.07666015625,202.1199493408203,304.0345458984375,198.19906616210938,304.221435546875,205.7861785888672,305.014404296875,197.00489807128906,305.2808837890625,208.5709686279297,314.6857604980469,201.35317993164062,314.6024169921875,206.59625244140625,331.3727111816406,199.7920379638672,326.6839294433594,202.54229736328125,330.256103515625,190.47344970703125,318.7425231933594,215.88336181640625,339.3503112792969,210.22604370117188,339.35723876953125,211.1754608154297,362.1735534667969,202.5576934814453,361.8131103515625,220.74440002441406,386.24658203125,205.4064483642578,384.5307922363281
d1f30786-ebcb-4cb2-ae50-e34eba0af68e_delivery_9,5,29.87939589294122,200.03179931640625,306.059326171875,202.09214782714844,304.01300048828125,198.0938262939453,304.18756103515625,205.86033630371094,305.0201416015625,196.88499450683594,305.24505615234375,208.60926818847656,314.767578125,201.36917114257812,314.60650634765625,206.04141235351562,331.39404296875,200.3001708984375,326.9490051269531,201.38262939453125,329.4801025390625,191.68211364746094,319.00042724609375,215.8163604736328,339.3916931152344,210.05332946777344,339.357177734375,211.2578125,362.2986145019531,202.5818328857422,361.9526672363281,220.82095336914062,386.2368469238281,205.25570678710938,384.6498107910156
d1f30786-ebcb-4cb2-ae50-e34eba0af68e_delivery_9,6,29.87939589294122,199.9781951904297,306.03741455078125,202.0649871826172,303.95477294921875,197.99790954589844,304.15789794921875,205.9877166748047,304.8701171875,196.85205078125,305.17889404296875,208.7205810546875,314.7153015136719,201.58108520507812,314.6520080566406,205.52655029296875,331.2539367675781,200.88400268554688,327.4187927246094,199.9239501953125,328.9507751464844,193.11495971679688,319.9345703125,215.55372619628906,339.5262756347656,209.8109893798828,339.53509521484375,211.34689331054688,362.7060241699219,202.68226623535156,362.3287353515625,220.7744598388672,386.30462646484375,205.0868377685547,384.87060546875
d1f30786-ebcb-4cb2-ae50-e34eba0af68e_delivery_9,7,29.87939589294122,199.8852081298828,306.2196350097656,201.96849060058594,304.1611633300781,197.93865966796875,304.34185791015625,205.86610412597656,304.96746826171875,196.7777862548828,305.22833251953125,208.66201782226562,314.6557312011719,201.3476104736328,314.60870361328125,205.5016326904297,331.2233581542969,200.81777954101562,327.6724853515625,199.5006103515625,329.0672607421875,193.0757598876953,320.7441711425781,215.51319885253906,339.49578857421875,209.67239379882812,339.496826171875,211.29969787597656,362.68121337890625,202.67422485351562,362.2703857421875,220.54953002929688,386.20306396484375,205.2987060546875,384.7507019042969
d1f30786-ebcb-4cb2-ae50-e34eba0af68e_delivery_9,8,29.87939589294122,199.59791564941406,306.4565734863281,201.67140197753906,304.4599304199219,197.788330078125,304.5800476074219,205.5853729248047,305.2402038574219,196.7714080810547,305.3337707519531,208.4874267578125,314.6958312988281,201.15744018554688,314.5885009765625,205.60665893554688,331.38299560546875,200.76136779785156,328.08905029296875,199.8107147216797,329.4562683105469,192.62074279785156,321.94146728515625,215.68653869628906,339.4825134277344,209.83438110351562,339.41656494140625,211.34356689453125,362.42041015625,202.70840454101562,362.01190185546875,220.4980926513672,386.0559997558594,205.55618286132812,384.52899169921875
d1f30786-ebcb-4cb2-ae50-e34eba0af68e_delivery_9,9,29.87939589294122,199.29449462890625,306.58154296875,201.35543823242188,304.6231384277344,197.55828857421875,304.7193908691406,205.28265380859375,305.4451599121094,196.63218688964844,305.472900390625,208.2763671875,314.7732238769531,200.9994354248047,314.72711181640625,205.65768432617188,331.4906921386719,200.9022979736328,328.7814025878906,200.0902557373047,329.5317077636719,192.33045959472656,323.49163818359375,215.8423614501953,339.5128479003906,210.01194763183594,339.4122314453125,211.34323120117188,362.18389892578125,202.70468139648438,361.7900085449219,220.4624786376953,385.94317626953125,205.8427276611328,384.35235595703125
d1f30786-ebcb-4cb2-ae50-e34eba0af68e_delivery_9,10,29.87939589294122,198.9001922607422,306.8048400878906,200.93565368652344,304.8611755371094,197.2801055908203,304.948486328125,204.8965301513672,305.5685729980469,196.55503845214844,305.5740661621094,207.96925354003906,314.7049560546875,200.9604034423828,314.720947265625,205.95973205566406,331.55633544921875,200.631591796875,328.7977600097656,200.83409118652344,330.442138671875,191.4464874267578,323.9614562988281,215.85134887695312,339.4609069824219,210.2800750732422,339.3927917480469,211.22720336914062,362.0825500488281,202.80908203125,361.7070617675781,220.3238525390625,385.80572509765625,206.0681915283203,384.1982727050781
d1f30786-ebcb-4cb2-ae50-e34eba0af68e_delivery_9,11,29.87939589294122,198.5279083251953,307.1234436035156,200.54347229003906,305.22271728515625,196.97018432617188,305.27532958984375,204.44070434570312,305.9276123046875,196.25228881835938,305.8275146484375,207.58168029785156,314.8288879394531,200.54296875,314.7747497558594,206.1847381591797,331.6979064941406,200.36639404296875,328.8316650390625,202.0577850341797,330.99542236328125,190.83448791503906,324.4292297363281,216.07659912109375,339.291748046875,210.50814819335938,339.1888427734375,211.1272430419922,361.63092041015625,202.8216552734375,361.2944641113281,220.35809326171875,385.55413818359375,206.3655242919922,383.87469482421875
d1f30786-ebcb-4cb2-ae50-e34eba0af68e_delivery_9,12,29.87939589294122,198.03526306152344,307.4060363769531,199.9496612548828,305.5102844238281,196.5504150390625,305.596435546875,203.85443115234375,306.0836181640625,196.06834411621094,306.05706787109375,207.30235290527344,314.8141174316406,200.5580291748047,314.79864501953125,206.06236267089844,331.73291015625,200.39466857910156,328.9574890136719,201.81259155273438,330.884033203125,190.88690185546875,324.6983642578125,216.01943969726562,339.2821350097656,210.64541625976562,339.18963623046875,210.99569702148438,361.5684814453125,202.87844848632812,361.2617492675781,220.46609497070312,385.4832763671875,206.45591735839844,383.8792724609375
d1f30786-ebcb-4cb2-ae50-e34eba0af68e_delivery_9,13,29.87939589294122,197.6836395263672,307.6559143066406,199.49270629882812,305.7576904296875,196.16746520996094,305.8898620605469,203.2808380126953,306.2259521484375,195.6767578125,306.31451416015625,207.0275421142578,314.80133056640625,200.2584686279297,314.800048828125,205.90322875976562,331.6434326171875,200.1413116455078,328.866455078125,201.60037231445312,330.4738464355469,190.86370849609375,324.6014709472656,215.88563537597656,339.24896240234375,210.49386596679688,339.15716552734375,210.7793426513672,361.4650573730469,202.76280212402344,361.1177978515625,220.5340576171875,385.4455261230469,206.5915069580078,383.7997131347656
d1f30786-ebcb-4cb2-ae50-e34eba0af68e_delivery_9,14,29.87939589294122,197.0455322265625,308.14044189453125,198.65261840820312,306.2655029296875,195.74681091308594,306.4202880859375,202.34397888183594,306.4742736816406,195.7710418701172,306.60125732421875,206.66363525390625,314.69879150390625,200.35813903808594,314.7044677734375,205.8793487548828,331.56060791015625,199.81503295898438,328.5572204589844,201.57615661621094,330.7303161621094,190.5265655517578,324.0368957519531,215.6682586669922,339.2403564453125,210.6295166015625,339.1565856933594,210.53529357910156,361.39605712890625,202.83555603027344,361.0921936035156,220.5589599609375,385.34393310546875,206.7625732421875,383.7680358886719
d1f30786-ebcb-4cb2-ae50-e34eba0af68e_delivery_9,15,29.87939589294122,196.6378631591797,308.3713684082031,198.1399688720703,306.4981689453125,195.3400421142578,306.6985778808594,201.7813720703125,306.56280517578125,195.4562225341797,306.7752990722656,206.21495056152344,314.56494140625,200.4109344482422,314.563720703125,205.73175048828125,331.157470703125,200.644775390625,328.4593200683594,201.7080841064453,331.1213073730469,192.52870178222656,325.5446472167969,215.54026794433594,339.1484375,210.80760192871094,339.0715637207031,210.03587341308594,361.22186279296875,202.79238891601562,360.9831848144531,220.59776306152344,385.2023010253906,206.82644653320312,383.6861572265625
d1f30786-ebcb-4cb2-ae50-e34eba0af68e_delivery_9,16,29.87939589294122,196.33432006835938,308.5099792480469,197.81076049804688,306.6005554199219,194.96316528320312,306.8326416015625,201.43478393554688,306.6473693847656,195.04116821289062,306.92889404296875,205.85482788085938,314.6835021972656,200.3515167236328,314.7153625488281,205.4810028076172,331.2627868652344,200.770751953125,328.6855773925781,201.22268676757812,331.2087707519531,192.9001007080078,326.0909729003906,215.36402893066406,339.190185546875,210.8215789794922,339.1389465332031,209.79966735839844,361.2615051269531,202.9121551513672,361.1461486816406,220.6256866455078,385.155029296875,206.6883087158203,383.815185546875
d1f30786-ebcb-4cb2-ae50-e34eba0af68e_delivery_9,17,29.87939589294122,196.11558532714844,309.19140625,197.6007843017578,307.241455078125,194.7034149169922,307.4703674316406,201.12669372558594,307.03582763671875,194.6612548828125,307.2978820800781,205.19921875,314.7866516113281,200.2709503173828,314.8558044433594,205.2886505126953,331.37481689453125,200.8592987060547,329.00775146484375,201.08363342285156,332.1199951171875,193.12774658203125,327.4002380371094,215.23699951171875,339.0397033691406,211.15036010742188,339.0229797363281,208.98182678222656,361.0688781738281,203.14352416992188,361.06195068359375,220.31797790527344,384.884033203125,206.71853637695312,383.6519470214844
d1f30786-ebcb-4cb2-ae50-e34eba0af68e_delivery_9,18,29.87939589294122,195.6608123779297,309.5177307128906,197.2082061767578,307.54058837890625,194.27801513671875,307.76800537109375,200.90940856933594,307.28265380859375,194.344482421875,307.5414123535156,204.80503845214844,315.1179504394531,200.05303955078125,315.3146667480469,204.71133422851562,331.718994140625,200.60153198242188,329.3658752441406,199.7828826904297,333.65655517578125,192.90797424316406,328.1501770019531,214.7688446044922,339.29803466796875,210.82176208496094,339.3981018066406,208.66444396972656,361.3615417480469,203.17062377929688,361.5785217285156,220.10214233398438,384.65655517578125,206.38243103027344,383.8212890625
d1f30786-ebcb-4cb2-ae50-e34eba0af68e_delivery_9,19,29.87939589294122,195.40130615234375,310.0507507324219,197.08218383789062,308.0382080078125,193.85391235351562,308.2340087890625,200.91152954101562,307.7459716796875,193.56398010253906,307.89739990234375,204.45654296875,315.7212829589844,199.4176788330078,315.7120666503906,203.90496826171875,332.2815246582031,201.0823974609375,330.0596923828125,198.58966064453125,334.4845275878906,194.67762756347656,330.6535339355469,214.84060668945312,339.2411804199219,210.6317138671875,339.29876708984375,208.35752868652344,361.07977294921875,203.04112243652344,361.4126892089844,219.60708618164062,384.17333984375,206.2313232421875,383.64642333984375
d1f30786-ebcb-4cb2-ae50-e34eba0af68e_delivery_9,20,29.87939589294122,195.19479370117188,310.88311767578125,196.87025451660156,308.8330993652344,193.57826232910156,309.04046630859375,200.6044921875,308.4325866699219,193.172119140625,308.6114196777344,204.03231811523438,316.3712463378906,199.06626892089844,316.41973876953125,202.61769104003906,333.17401123046875,200.18638610839844,330.9366760253906,196.01780700683594,335.0833740234375,193.41542053222656,331.03582763671875,214.7015380859375,339.4572448730469,210.63223266601562,339.5382995605469,207.78082275390625,360.97882080078125,203.42738342285156,361.35504150390625,218.25155639648438,383.9214172363281,206.74252319335938,383.52899169921875
d1f30786-ebcb-4cb2-ae50-e34eba0af68e_delivery_9,21,29.87939589294122,194.82814025878906,311.7250671386719,196.41893005371094,309.6918640136719,193.24069213867188,309.90631103515625,200.0562286376953,309.16961669921875,192.94769287109375,309.3341064453125,203.42974853515625,316.9453430175781,199.08999633789062,316.9421691894531,201.2238311767578,333.69635009765625,200.329833984375,331.48468017578125,193.65771484375,336.20855712890625,193.94422912597656,332.50799560546875,214.626953125,339.71917724609375,211.123291015625,339.7875061035156,206.5447540283203,360.78570556640625,204.13157653808594,361.1688537597656,216.0703125,383.7021179199219,207.9815216064453,383.4059753417969
d1f30786-ebcb-4cb2-ae50-e34eba0af68e_delivery_9,22,29.87939589294122,194.27369689941406,312.2507629394531,195.73716735839844,310.2591857910156,192.77728271484375,310.4763488769531,199.31024169921875,309.92742919921875,192.7646942138672,310.06378173828125,203.1072998046875,317.8354187011719,198.6996612548828,317.7915954589844,199.57118225097656,334.3075866699219,199.6412353515625,332.3018798828125,191.4033660888672,336.5335693359375,193.54776000976562,333.52154541015625,214.7649688720703,340.2419738769531,211.15589904785156,340.294677734375,206.66102600097656,360.9217224121094,204.10791015625,361.2759704589844,215.19818115234375,383.85650634765625,208.09530639648438,383.5767517089844
d1f30786-ebcb-4cb2-ae50-e34eba0af68e_delivery_9,23,29.87939589294122,194.13671875,313.29229736328125,195.55758666992188,311.2902526855469,192.47988891601562,311.5564270019531,198.9552001953125,311.0831298828125,192.19805908203125,311.2995300292969,202.6378936767578,318.85540771484375,198.23973083496094,318.8735046386719,197.98721313476562,334.77349853515625,198.9011993408203,333.52923583984375,190.15008544921875,336.219970703125,193.81285095214844,335.41412353515625,215.47227478027344,340.5951843261719,211.859375,340.6543273925781,206.2421112060547,360.6123962402344,204.1537322998047,360.9344177246094,214.20285034179688,384.00640869140625,208.5922393798828,383.5455017089844
