video_id,frame_no,left_wrist_speed,right_wrist_speed,wrist_speed_max,left_elbow_speed,right_elbow_speed,elbow_speed_max,left_elbow_angle,right_elbow_angle,left_elbow_joint_angle,right_elbow_joint_angle,left_arm_length,right_arm_length,left_forearm_length,right_forearm_length,left_shoulder_wrist_dist,right_shoulder_wrist_dist,left_wrist_height_rel,right_wrist_height_rel,bat_arm_wrist_speed,bat_arm_elbow_speed,bat_arm_elbow_angle,bat_arm_extension,arm_activity_score,shoulder_line_angle,hip_line_angle,hip_shoulder_separation,trunk_lean,shoulder_rotation_change,left_shoulder_speed,right_shoulder_speed,shoulder_speed_max,body_center_x,body_center_y,body_center_speed,upper_body_rotation,lower_body_rotation,left_knee_speed,right_knee_speed,knee_speed_max,left_ankle_speed,right_ankle_speed,ankle_speed_max,left_knee_angle,right_knee_angle,front_knee_angle,back_knee_angle,left_hip_speed,right_hip_speed,hip_speed_max,head_movement,head_speed,left_eye_speed,right_eye_speed,eye_separation,head_orientation_angle,left_ear_speed,right_ear_speed,ear_separation,wrist_height_change,pose_activity_score,impact_like_frame_flag
cd2f53f9-1ce2-4a75-9f1a-6309ba7c5b50_delivery_1,0,0.0,0.0,0.0,0.0,0.0,0.0,96.06911639736933,80.36763285458404,54.0554751818506,168.69686114014044,8.22949422370532,27.05431626627001,6.464246231688039,11.80506759093533,8.22949422370532,27.05431626627001,-5.7621917724609375,-26.962326049804688,0.0,0.0,168.69686114014044,27.05431626627001,0.0,-29.335493646782123,-58.48401765618986,29.14852400940774,-113.8338770807209,0.0,0.0,0.0,0.0,216.82992553710938,263.71985626220703,0.0,-29.335493646782123,-58.48401765618986,0.0,0.0,0.0,0.0,0.0,0.0,145.91119752467648,126.45920083218681,126.45920083218681,145.91119752467648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5110352827889693,-3.5041859625273264,0.0,0.0,7.388212766083002,0.0,0.0,0
cd2f53f9-1ce2-4a75-9f1a-6309ba7c5b50_delivery_1,1,50.77828891080507,8.976009044940803,50.77828891080507,32.627518972444314,4.662453426283955,32.627518972444314,96.06492652865714,80.47475579307091,48.05568767290278,168.0121489638294,6.944762990651192,26.924197793128283,6.7022639124578784,11.815721669188804,6.944762990651192,26.924197793128283,-4.2813568115234375,-26.84857177734375,8.976009044940803,4.662453426283955,168.0121489638294,26.924197793128283,18.874026889109405,-21.145251197761155,-46.52854027330811,25.383289075546955,-114.20271195433062,8.190242449020968,13.9541562446926,2.2457347354896986,13.9541562446926,216.65156936645508,263.5752754211426,6.887894372885838,-21.145251197761155,-46.52854027330811,16.882903736619088,5.143463274551019,16.882903736619088,15.075634614965283,9.299678720319928,15.075634614965283,145.05784522977208,126.49698903626889,126.49698903626889,145.05784522977208,10.306690202391003,4.5812959236483435,10.306690202391003,6.792608779203737,6.792608779203737,7.4521323821737555,7.5219646888401,3.512395962269119,-3.405077178611944,9.034041994682793,8.07993610425319,7.430676872795354,0.892730712890625,14.544485650595924,0
cd2f53f9-1ce2-4a75-9f1a-6309ba7c5b50_delivery_1,2,36.14931707429477,13.235521062687248,36.14931707429477,17.9986838384836,4.852488927741497,17.9986838384836,94.4549158109545,81.33708354614181,49.48991453153939,167.87322478405957,7.200082715349378,27.018794549438717,5.175391196834757,12.022635440051506,7.200082715349378,27.018794549438717,-5.7059478759765625,-26.974014282226562,13.235521062687248,4.852488927741497,167.87322478405957,27.018794549438717,17.069021850031636,-10.008233079134518,-25.48687517137978,15.478642092245261,-115.03244375396447,11.137018118626637,26.16079596669963,4.017324230283095,26.16079596669963,216.45341110229492,263.46681213378906,6.777011444777691,-10.008233079134518,-25.48687517137978,32.66245764334999,6.831375786662848,32.66245764334999,37.233890953411404,2.373226697607649,37.233890953411404,143.75286303783375,126.5146459417721,126.5146459417721,143.75286303783375,13.901568633409717,11.049286652785012,13.901568633409717,5.706166418255726,5.706166418255726,6.834510669642054,7.042686340903009,3.5342078944661988,-2.6827404252240563,13.280491535534239,9.026320356119385,7.612050930446439,-0.7050628662109375,17.205494788951373,0
cd2f53f9-1ce2-4a75-9f1a-6309ba7c5b50_delivery_1,3,96.93508195858779,28.500687235572222,96.93508195858779,25.850545862972453,16.822770373226994,25.850545862972453,91.30743205302994,83.19834124102333,72.36300587968778,167.38118115482956,9.416829740689108,26.940797651036917,2.6660623850669194,12.004782500290514,9.416829740689108,26.940797651036917,-9.00726318359375,-26.934738159179688,28.500687235572222,16.822770373226994,167.38118115482956,26.940797651036917,36.272945238606894,-1.4688245377431635,-11.228825637177442,9.760001099434279,-115.46379896759458,8.539408541391355,37.862118806102536,11.666467195179372,37.862118806102536,215.93180084228516,263.51889419555664,15.72611916700606,-1.4688245377431635,-11.228825637177442,44.319010399976825,12.858902739454567,44.319010399976825,56.392366657166775,1.7339051607419358,56.392366657166775,143.59831766293667,128.17627993983075,128.17627993983075,143.59831766293667,31.05553446258023,3.9174573371762484,31.05553446258023,11.935787995210541,11.935787995210541,13.37759720966069,13.761957142455863,3.5473780073489016,-1.8862039141194855,20.21614995654673,15.717464647966134,7.828187485702952,-1.7728729248046875,30.65957068239483,0
cd2f53f9-1ce2-4a75-9f1a-6309ba7c5b50_delivery_1,4,87.97761058246589,27.296979393292688,87.97761058246589,14.935321333156116,11.292667539281428,14.935321333156116,87.50114985545325,83.75448963215557,126.24412263715871,165.23895148888923,12.060968850983512,26.47206515366813,2.4232552281291153,11.736101781137199,12.060968850983512,26.47206515366813,-11.9754638671875,-26.471832275390625,27.296979393292688,11.292667539281428,165.23895148888923,26.47206515366813,28.86424925338423,2.266929538118208,-5.220908133091803,7.487837671210011,-116.39581252525547,3.7357540758613714,22.418814446188254,9.264102225920983,22.418814446188254,215.62859344482422,263.47918701171875,9.173889452736711,2.266929538118208,-5.220908133091803,37.81809876209376,12.16989189448679,37.81809876209376,71.29417203218955,6.960503517094299,71.29417203218955,144.3266769640841,129.33568172199847,129.33568172199847,144.3266769640841,15.735553078221344,5.3341732268458255,15.735553078221344,13.587467755156709,13.587467755156709,13.827858299475794,16.46552130087335,3.463230164450637,-1.3527090698367115,16.19186323214692,20.03005677127364,7.734357885877021,-1.3248443603515625,26.87482400260308,0
cd2f53f9-1ce2-4a75-9f1a-6309ba7c5b50_delivery_1,5,101.98607460378621,30.684322038408347,101.98607460378621,15.240787211184182,10.445901156895282,15.240787211184182,82.69419199254881,83.68865662679053,158.77797359666744,161.70195529064648,15.247616169594162,25.947669245411184,4.455450937238061,11.561756344963017,15.247616169594162,25.947669245411184,-15.24407958984375,-25.935836791992188,30.684322038408347,10.445901156895282,161.70195529064648,25.947669245411184,33.70661399050471,4.715906032650197,-1.7117995373004997,6.427705569950696,-117.22718762871985,2.4489764945319887,30.027273369277133,13.85532556347709,30.027273369277133,215.12152481079102,263.5812187194824,15.51696368844507,4.715906032650197,-1.7117995373004997,31.183630703648298,9.341614106703494,31.183630703648298,69.63332799645573,10.18083128688885,69.63332799645573,146.74445312641447,129.73910482780855,129.73910482780855,146.74445312641447,21.27668333886752,3.4284808495357213,21.27668333886752,14.759970196661229,14.759970196661229,18.204584212228493,15.33658125661119,3.580372384452478,-0.9794636383577994,28.398135419266065,17.95043063301355,8.121212141751199,-1.550933837890625,28.940354352093994,0
cd2f53f9-1ce2-4a75-9f1a-6309ba7c5b50_delivery_1,6,120.77042820672939,22.886709364143478,120.77042820672939,39.31813504426888,16.516738412449463,39.31813504426888,80.72117386322716,84.29485455859876,167.39847762008188,161.21607901894026,19.037035591271973,25.8265329800194,7.0618592318140125,11.609439043489951,19.037035591271973,25.8265329800194,-18.9747314453125,-25.799591064453125,22.886709364143478,16.516738412449463,161.21607901894026,25.8265329800194,40.021188279938336,5.038199143420227,-0.1670442535958923,5.20524339701612,-117.80496440497512,0.32229311077003064,26.027484491080244,14.607634160958616,26.027484491080244,214.63780975341797,263.81221771240234,16.081253443481494,5.038199143420227,-0.1670442535958923,26.96733938916333,12.812961262593447,26.96733938916333,53.909633395537824,9.713080463447001,53.909633395537824,148.35679989891898,131.05655480947343,131.05655480947343,148.35679989891898,19.823179400967714,7.100189218428522,19.823179400967714,14.866910825255735,14.866910825255735,16.49052032221426,16.161006723487525,3.5975228585773156,-0.8219163847678765,21.805560632027564,18.68363521958338,8.249961102007429,-2.1116943359375,30.87112606748066,0
cd2f53f9-1ce2-4a75-9f1a-6309ba7c5b50_delivery_1,7,44.962667032992215,20.451973692635573,44.962667032992215,19.014062214372814,17.313392486859783,19.014062214372814,79.25841573187427,83.94462256444523,166.46729327845406,160.228219322297,20.232897382816823,25.714426275158562,7.94008342909903,11.608431938130188,20.232897382816823,25.714426275158562,-20.140670776367188,-25.685272216796875,20.451973692635573,17.313392486859783,160.228219322297,25.714426275158562,22.183568987171967,5.566370865209125,0.4436170355462965,5.1227538296628286,-117.87204598817405,0.5281717217888975,10.744985026521269,20.61433346965015,20.61433346965015,214.2239875793457,264.051082611084,14.334389014481163,5.566370865209125,0.4436170355462965,8.204644726578355,11.817036443449055,11.817036443449055,27.958476873172803,9.449910659736709,27.958476873172803,150.9773224022638,131.91659018603002,131.91659018603002,150.9773224022638,10.680881836871775,17.458510676252388,17.458510676252388,15.976702666483897,15.976702666483897,14.806440210797552,15.70593096044485,3.571483282531378,-0.5485832868165001,12.173161976089274,15.312324913396036,8.157049272555067,-0.8507080078125,18.222572928257737,0
cd2f53f9-1ce2-4a75-9f1a-6309ba7c5b50_delivery_1,8,2.9474117098754413,11.833484387770731,11.833484387770731,11.376020251039662,14.288607448409795,14.288607448409795,79.3250571301853,83.24671366333467,165.7775633812598,160.2300174459082,19.774349194790272,25.616592823328087,7.537177951569474,11.823995940422005,19.774349194790272,25.616592823328087,-19.68975830078125,-25.597213745117188,11.833484387770731,14.288607448409795,160.2300174459082,25.616592823328087,12.044324492311803,4.016188584668002,-0.6461582603851191,4.662346845053121,-118.09840819809675,-1.5501822805411232,12.660293537492786,19.160129619282404,19.160129619282404,213.95949935913086,264.327938079834,11.486630153716892,4.016188584668002,-0.6461582603851191,13.655473793878533,28.40625208262162,28.40625208262162,11.72382897642272,16.45664892707816,16.45664892707816,149.90103155709483,129.6550425842625,129.6550425842625,149.90103155709483,8.26245537984244,14.50602876583695,14.50602876583695,20.001637815608458,20.001637815608458,16.726598911661135,18.813832747698676,3.5023462095662556,-0.3280056804871191,10.13068790825714,15.566348438622253,7.9613406497161145,-0.0496978759765625,13.773052906629268,0
cd2f53f9-1ce2-4a75-9f1a-6309ba7c5b50_delivery_1,9,117.46279683344598,15.174436792724121,117.46279683344598,45.29984245831815,19.567770157504317,45.29984245831815,83.19636911081541,83.28819216256315,154.2782992295831,162.3313705459936,16.21391673888394,25.882216126313413,4.884222114344737,11.912375217202822,16.21391673888394,25.882216126313413,-16.212677001953125,-25.8753662109375,15.174436792724121,19.567770157504317,162.3313705459936,25.882216126313413,40.13693366863189,-0.03836570796618512,-4.1620498070625676,4.123684099096383,-117.51912798900302,-4.054554292634187,24.898522935191227,18.418232834607558,24.898522935191227,213.24403381347656,264.7373962402344,24.730390998186532,-0.03836570796618512,-4.1620498070625676,15.681530038328713,33.492842726407964,33.492842726407964,11.188703080706368,42.095896939467,42.095896939467,148.62228154988674,129.2938951133701,129.2938951133701,148.62228154988674,27.801704161543075,29.63822884519176,29.63822884519176,14.816506887975894,14.816506887975894,15.240090808665181,11.950175766485847,3.6108481796212275,-0.6130635018112313,16.87589457370962,11.024281519473982,8.126776976912206,1.215576171875,33.39337565028635,0
