frame,tracker_id,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf,right_elbow_angle,left_elbow_angle,right_knee_angle,left_knee_angle,right_shoulder_wrist_dist,left_shoulder_wrist_dist,right_upper_arm_len,right_forearm_len,left_upper_arm_len,left_forearm_len,right_hip_ankle_dist,left_hip_ankle_dist,right_shoulder_wrist_alpha,left_shoulder_wrist_alpha,pose_bbox_x1,pose_bbox_y1,pose_bbox_x2,pose_bbox_y2,max_kpt_distance,max_kpt_1_name,max_kpt_2_name,dist_lw_la,dist_rw_ra,mid_hip_x,mid_hip_y,mid_shoulder_x,mid_shoulder_y,timestamp
1,1.0,529.2333374023438,1006.7818603515625,0.6602411866188049,531.37255859375,1004.4049682617188,0.6623610854148865,528.0448608398438,1004.6426391601562,0.7249548435211182,534.7002563476562,1004.8803100585938,0.6840842962265015,526.8563842773438,1005.5933837890625,0.602557361125946,536.1264038085938,1013.6749267578125,0.717562198638916,533.2741088867188,1013.1995849609375,0.5613458752632141,537.7902221679688,1031.26416015625,0.646925151348114,536.601806640625,1029.8380126953125,0.5441767573356628,531.37255859375,1042.67333984375,0.5997891426086426,531.8479614257812,1040.5341796875,0.5057023167610168,548.4863891601562,1036.2557373046875,0.61651611328125,541.8309936523438,1036.01806640625,0.4372425079345703,539.9295043945312,1061.4510498046875,0.5858265161514282,534.9379272460938,1061.4510498046875,0.5638916492462158,543.7325439453125,1088.5479736328125,0.6345242261886597,541.8309936523438,1087.5972900390625,0.5635857582092285,144.7275680595083,145.2385452786879,150.06637751862618,153.25212862053812,27.371773151291404,29.38548971566348,16.967935932616314,11.705000326845541,17.667750934335206,13.090293613724514,51.5792236328125,52.50787583328018,92.98662589587582,99.30995365155326,526.8563842773438,1004.4049682617188,548.4863891601562,1088.5479736328125,84.65381705087826,right_ear,left_ankle,47.510538443291026,48.11026177854299,545.15869140625,1036.1369018554688,534.7002563476562,1013.437255859375,0.0
2,7.0,529.3975219726562,1006.9475708007812,0.6609915494918823,531.3011474609375,1004.5679931640625,0.6630960702896118,528.2077026367188,1004.8059692382812,0.7260518670082092,534.8705444335938,1004.8059692382812,0.693588137626648,526.7799682617188,1005.5198364257812,0.6125631332397461,536.0603637695312,1013.848388671875,0.722851037979126,533.4428100585938,1013.134521484375,0.5588253736495972,537.72607421875,1031.4573974609375,0.6585501432418823,536.5362548828125,1029.7916259765625,0.5154517889022827,531.5391235351562,1042.6414794921875,0.62459397315979,532.2529907226562,1040.4998779296875,0.4833064079284668,548.6721801757812,1036.216552734375,0.6193885803222656,542.0093383789062,1036.216552734375,0.43677812814712524,539.3917846679688,1061.2022705078125,0.5812538862228394,535.1085205078125,1061.440185546875,0.5585598349571228,543.675048828125,1088.567626953125,0.625211775302887,542.247314453125,1087.61572265625,0.5573878884315491,147.67803263919043,145.6451884953096,149.44398620744994,150.72775423014144,27.39121033162239,29.145903524229528,16.941916389362177,11.533126712096958,17.687616623895853,12.781316428402448,51.39972082871346,52.58903206527764,92.48959728730937,98.92400999492138,526.7799682617188,1004.5679931640625,548.6721801757812,1088.567626953125,84.74891892418997,right_ear,left_ankle,47.50254417734165,48.16419137831505,545.3407592773438,1036.216552734375,534.7515869140625,1013.491455078125,0.016667
3,13.0,528.8367309570312,1006.6533813476562,0.658614993095398,530.9743041992188,1004.2783203125,0.6576014757156372,527.88671875,1004.515869140625,0.7252670526504517,534.5369262695312,1004.7533569335938,0.6845930814743042,526.69921875,1005.4658813476562,0.5946365594863892,535.9619750976562,1013.5410766601562,0.7212924361228943,533.349365234375,1013.0661010742188,0.5547153353691101,537.8619995117188,1030.8790283203125,0.6271200180053711,536.6744384765625,1029.6915283203125,0.5426102876663208,531.6868286132812,1042.2794189453125,0.5822054743766785,532.161865234375,1040.3792724609375,0.4935376048088074,548.5498046875,1036.3416748046875,0.6189020872116089,542.6121215820312,1036.104248046875,0.42647308111190796,539.2870483398438,1061.2799072265625,0.575872540473938,535.0119018554688,1061.5174560546875,0.5409767627716064,543.5621337890625,1088.5931396484375,0.627680778503418,542.3746337890625,1087.64306640625,0.558284342288971,145.79969165499614,145.30327828204358,147.6109546599068,150.7277991347505,27.338973781952237,29.054589908681617,16.954673195938273,11.601344408367964,17.44175050113802,12.965401730278058,51.53936552124462,52.4889744547249,92.48949180314058,98.46132946624024,526.69921875,1004.2783203125,548.5498046875,1088.5931396484375,84.82039245499543,right_ear,left_ankle,47.81196082974433,48.35459502112051,545.5809631347656,1036.2229614257812,534.6556701660156,1013.3035888671875,0.033333
4,19.0,528.7740478515625,1006.5121459960938,0.6310377717018127,530.6524658203125,1004.39892578125,0.6389980912208557,527.8348388671875,1004.39892578125,0.708884596824646,534.4093017578125,1004.6337280273438,0.6935584545135498,526.8956298828125,1005.338134765625,0.6183689832687378,536.5225830078125,1013.5562133789062,0.7157248258590698,532.7656860351562,1013.5562133789062,0.590095043182373,537.931396484375,1031.16650390625,0.6478475332260132,536.2877807617188,1030.227294921875,0.5870354175567627,532.061279296875,1042.671875,0.5664446949958801,532.061279296875,1041.0283203125,0.512292742729187,548.7323608398438,1036.3321533203125,0.6286056041717529,541.9230346679688,1036.3321533203125,0.46096426248550415,539.809814453125,1061.221435546875,0.6102003455162048,534.87890625,1061.221435546875,0.5795418620109558,544.0362548828125,1088.6934814453125,0.6538847088813782,541.2186279296875,1087.7542724609375,0.5816313624382019,146.69987811549683,148.3951315184826,150.7592796152896,151.53167125238784,27.481136225122604,29.455474574945423,17.039076004149777,11.59851128900827,17.666552800962535,12.916340031134245,51.426943577910286,52.57149507264921,91.46878766708508,98.71150096089124,526.8956298828125,1004.39892578125,548.7323608398438,1088.6934814453125,85.09944092343683,right_ear,left_ankle,47.55405661025175,47.614825823066326,545.3276977539062,1036.3321533203125,534.6441345214844,1013.5562133789062,0.05
5,25.0,529.6805419921875,1006.63916015625,0.6299827098846436,531.5707397460938,1004.2764282226562,0.633592963218689,528.4992065429688,1004.5127563476562,0.7151894569396973,534.6422729492188,1004.7490234375,0.6664676070213318,527.0816040039062,1005.4578247070312,0.6206381320953369,536.0598754882812,1013.727294921875,0.7146030068397522,533.4608764648438,1013.2547607421875,0.560177206993103,537.9500122070312,1030.9749755859375,0.6368247866630554,536.5324096679688,1030.0299072265625,0.5630749464035034,532.0432739257812,1042.3160400390625,0.5638402104377747,532.0432739257812,1040.662109375,0.5065402984619141,548.345947265625,1036.1729736328125,0.6203122735023499,542.202880859375,1036.1729736328125,0.42397502064704895,539.36767578125,1061.4539794921875,0.5868138074874878,534.8785400390625,1061.690185546875,0.5444619059562683,543.38427734375,1088.625,0.633042573928833,542.4391479492188,1087.679931640625,0.5647813677787781,146.73358651040306,146.23429288376383,147.76455049457195,152.03911978588508,27.443985789955615,28.869524337740476,17.05402755334171,11.541059840284353,17.350939602944923,12.787075508227815,51.50749989425135,52.686176919926275,92.96089664118952,97.99747545453191,527.0816040039062,1004.2764282226562,548.345947265625,1088.625,84.74996285684757,right_ear,left_ankle,47.67743838746049,48.15339870988428,545.2744140625,1036.1729736328125,534.7603759765625,1013.4910278320312,0.066667
6,31.0,529.4446411132812,1006.7163696289062,0.6252123117446899,531.3380737304688,1004.3495483398438,0.6228379011154175,528.26123046875,1004.5862426757812,0.7102964520454407,534.6516723632812,1004.8229370117188,0.6473416090011597,527.0777587890625,1005.532958984375,0.6069260835647583,535.8350830078125,1013.5802001953125,0.715556263923645,533.46826171875,1013.1068115234375,0.5565959215164185,537.728515625,1030.621337890625,0.6185346841812134,536.7817993164062,1029.911376953125,0.5581020712852478,531.8114624023438,1042.2188720703125,0.5684058666229248,532.2847900390625,1040.325439453125,0.503513753414154,548.615966796875,1036.0650634765625,0.6212270259857178,542.935546875,1036.0650634765625,0.41817325353622437,539.3853149414062,1061.153564453125,0.5795785188674927,535.125,1061.3902587890625,0.5370287895202637,543.408935546875,1088.6087646484375,0.6303997039794922,542.6989135742188,1087.662109375,0.5637776851654053,145.48977328377643,146.62925742196828,146.77796107270075,151.46276717698487,27.244344579956163,28.919942073605,17.128133310192613,11.34353517182461,17.146004229161676,13.019766429885236,51.59758851695014,52.80107676248444,92.4896644331735,97.99748435779695,527.0777587890625,1004.3495483398438,548.615966796875,1088.6087646484375,84.66579487034888,right_ear,left_ankle,47.81760676516654,48.4686938992381,545.7757568359375,1036.0650634765625,534.6516723632812,1013.343505859375,0.083333
7,37.0,529.087646484375,1006.6895141601562,0.6245777010917664,530.9761962890625,1004.3287963867188,0.6255805492401123,528.143310546875,1004.5648803710938,0.706013023853302,534.5172729492188,1004.8009643554688,0.6643502116203308,526.9629516601562,1005.5091552734375,0.5976003408432007,535.6976318359375,1013.53564453125,0.7086634635925293,533.80908203125,1013.0634765625,0.5440489649772644,537.8223266601562,1030.5328369140625,0.6201792359352112,536.6419067382812,1030.0606689453125,0.5603421926498413,532.1565551757812,1042.33642578125,0.558397650718689,531.9204711914062,1040.6839599609375,0.5059066414833069,548.445556640625,1035.9625244140625,0.6131526827812195,542.5437622070312,1035.9625244140625,0.4072189927101135,539.2387084960938,1060.9862060546875,0.5695186853408813,535.2255249023438,1061.458251953125,0.5302542448043823,543.488037109375,1088.6065673828125,0.6233155727386475,542.77978515625,1087.662353515625,0.5614885091781616,146.5754440120098,147.23363286307801,147.90302049205488,151.05390122376716,27.684977046545242,29.017653670196268,17.231640801708522,11.625242605036407,17.129473926376175,13.092962867844298,51.70036785133474,52.87695395915239,93.91163536198148,97.00937837396069,526.9629516601562,1004.3287963867188,548.445556640625,1088.6065673828125,84.72460296973533,right_ear,left_ankle,47.63746935595977,48.21715629074525,545.4946594238281,1035.9625244140625,534.7533569335938,1013.299560546875,0.1
8,43.0,527.902587890625,1006.7802734375,0.6258622407913208,529.787353515625,1004.42431640625,0.6263962984085083,527.431396484375,1004.42431640625,0.6850366592407227,534.028076171875,1004.659912109375,0.6808677315711975,526.960205078125,1005.36669921875,0.5654321908950806,535.912841796875,1013.612548828125,0.7049112319946289,533.3212890625,1013.376953125,0.5643560886383057,538.0332641601562,1030.5755615234375,0.6004164218902588,536.3840942382812,1030.1043701171875,0.5817042589187622,532.37890625,1042.35546875,0.5306850075721741,531.672119140625,1040.94189453125,0.5194116830825806,548.3995361328125,1035.9942626953125,0.6145620346069336,542.0383911132812,1036.2298583984375,0.42014527320861816,539.4468383789062,1060.9676513671875,0.5771920680999756,534.970458984375,1061.4388427734375,0.5501590967178345,543.6875610351562,1088.532470703125,0.6260791420936584,542.2739868164062,1087.590087890625,0.5605664849281311,146.12542537640974,147.23381553768576,148.7339072423971,151.53165181155256,27.614231044177437,28.959353343691664,17.005506601548674,11.81755663182256,17.095028245078634,13.066674314551731,51.36076984260942,52.749085394849324,93.42384099210018,97.0093253115872,526.960205078125,1004.42431640625,548.3995361328125,1088.532470703125,84.83130308974695,right_ear,left_ankle,47.54157320102846,47.83778362245071,545.2189636230469,1036.112060546875,534.6170654296875,1013.4947509765625,0.116667
9,49.0,528.80517578125,1006.4532470703125,0.6229141354560852,530.4387817382812,1004.1195068359375,0.6324255466461182,527.8716430664062,1004.3528442382812,0.7061768174171448,534.4061889648438,1004.5862426757812,0.6855967044830322,526.9381713867188,1005.052978515625,0.6101676225662231,536.0398559570312,1013.45458984375,0.7085250616073608,533.0059204101562,1013.22119140625,0.5722610950469971,537.9068603515625,1030.4910888671875,0.6280002593994141,536.2732543945312,1030.0244140625,0.5539036989212036,532.0724487304688,1042.1600341796875,0.5672898292541504,532.0724487304688,1040.9930419921875,0.4929386377334595,548.6422119140625,1036.3255615234375,0.6135387420654297,542.107666015625,1036.3255615234375,0.4302799105644226,539.30712890625,1061.296875,0.5856434106826782,534.8729858398438,1061.5302734375,0.5492281913757324,543.7412719726562,1088.83544921875,0.63365238904953,542.107666015625,1087.6685791015625,0.5695635080337524,148.0402998071601,147.1811859973391,148.51330388162341,150.35562290043453,27.787534153724682,28.978316973644045,17.117936879220146,11.745533912391563,17.13849481094492,13.046250176601303,51.343017578125,52.738103095234685,91.92510972078892,97.86905222651643,526.9381713867188,1004.1195068359375,548.6422119140625,1088.83544921875,85.45084309953373,right_ear,left_ankle,48.11190917980866,47.7421339113465,545.3749389648438,1036.3255615234375,534.5228881835938,1013.337890625,0.133333
10,55.0,530.0164794921875,1006.5155639648438,0.6481292247772217,531.6493530273438,1004.182861328125,0.6565067768096924,528.6168823242188,1004.4161376953125,0.736483633518219,534.681884765625,1004.4161376953125,0.6835535764694214,526.9840087890625,1005.3492431640625,0.6329236030578613,536.0814819335938,1013.2803344726562,0.7033874988555908,533.0490112304688,1013.0470581054688,0.5679367780685425,537.9476318359375,1030.5421142578125,0.6194198131561279,536.3147583007812,1030.0755615234375,0.5577440857887268,532.1159057617188,1041.9722900390625,0.5598559975624084,531.8826293945312,1040.5726318359375,0.5068860054016113,548.4446411132812,1036.3739013671875,0.6108019351959229,541.9131469726562,1036.3739013671875,0.4290004372596741,539.3472290039062,1061.33349609375,0.5825371742248535,535.1483764648438,1061.5667724609375,0.5414851307868958,543.779296875,1088.6258544921875,0.6361527442932129,541.9131469726562,1087.6927490234375,0.5682796239852905,146.25286205910018,146.79891150444857,150.45281309043526,150.75005943994267,27.55027505813102,28.964704531542754,17.338830196499075,11.394395630624103,17.362360346716876,12.831911291580724,51.31884765625,52.45981359325309,92.42642718488182,97.869117362547,526.9840087890625,1004.182861328125,548.4446411132812,1088.6258544921875,84.95337365982137,right_ear,left_ankle,48.08939351294895,48.175893625845774,545.1788940429688,1036.3739013671875,534.5652465820312,1013.1636962890625,0.1499
