frame,tracker_id,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf,right_elbow_angle,left_elbow_angle,right_knee_angle,left_knee_angle,right_shoulder_wrist_dist,left_shoulder_wrist_dist,right_upper_arm_len,right_forearm_len,left_upper_arm_len,left_forearm_len,right_hip_ankle_dist,left_hip_ankle_dist,right_shoulder_wrist_alpha,left_shoulder_wrist_alpha,pose_bbox_x1,pose_bbox_y1,pose_bbox_x2,pose_bbox_y2,max_kpt_distance,max_kpt_1_name,max_kpt_2_name,dist_lw_la,dist_rw_ra,mid_hip_x,mid_hip_y,mid_shoulder_x,mid_shoulder_y,timestamp
1,1.0,529.1256713867188,989.0197143554688,0.5938509702682495,530.1668090820312,986.6771240234375,0.5765390396118164,528.8653564453125,987.1976928710938,0.6431167125701904,534.3313598632812,986.9374389648438,0.6256918907165527,529.3859252929688,987.9785766601562,0.6101856827735901,539.2767333984375,994.4856567382812,0.6952610015869141,533.0299072265625,995.787109375,0.6196900010108948,546.5647583007812,1006.458740234375,0.5469136834144592,537.4547729492188,1011.1438598632812,0.5701440572738647,542.4002075195312,1021.2949829101562,0.560112714767456,534.5916137695312,1023.116943359375,0.5616952180862427,552.0307006835938,1018.1715698242188,0.6539434194564819,545.5236206054688,1018.692138671875,0.5161190032958984,542.6604614257812,1043.158935546875,0.6363293528556824,537.4547729492188,1042.8985595703125,0.5508605241775513,546.8250122070312,1071.5299072265625,0.6917240023612976,542.4002075195312,1070.48876953125,0.5996638536453247,150.47753670584027,132.99160031370127,151.40284176520916,151.0932392685315,27.374417855725262,26.990666171384586,15.981527530961007,12.310662406737556,14.01677692558511,15.409658657617396,51.8907186083192,53.611671890152536,86.72950843278714,83.35460059157278,528.8653564453125,986.6771240234375,552.0307006835938,1071.5299072265625,85.51009902635117,left_ear,left_ankle,50.42942115072893,48.01108258736602,548.7771606445312,1018.4318542480469,536.1533203125,995.1363830566406,0.0
2,4.0,530.1611938476562,988.422607421875,0.6023172736167908,531.4629516601562,986.0794677734375,0.5827639698982239,529.3801879882812,986.6001586914062,0.6657123565673828,535.3681030273438,986.6001586914062,0.6403685808181763,528.8594970703125,987.6415405273438,0.6480075120925903,539.5336303710938,994.9312133789062,0.6999213695526123,532.7646484375,995.7122802734375,0.635347843170166,545.2612915039062,1009.250244140625,0.5484120845794678,537.1905517578125,1011.0726318359375,0.5854662656784058,541.3560791015625,1022.2675170898438,0.5209571123123169,534.3267211914062,1022.7882080078125,0.5745043754577637,552.0302734375,1018.3623046875,0.6606118083000183,545.0009155273438,1018.6226806640625,0.5233787298202515,542.9181518554688,1042.8348388671875,0.6458092927932739,537.4508666992188,1042.8348388671875,0.5777187347412109,547.0836791992188,1071.472900390625,0.6988402605056763,542.3974609375,1070.4315185546875,0.6128616333007812,150.1899152110503,141.49905427288246,152.51889354524414,151.30177538241088,27.120950093342852,27.39698559972981,15.985275109435852,12.060524472513126,15.422086240433842,13.590440719192356,51.874209963896696,53.34045528957357,86.69813432556501,86.18586573050915,528.8594970703125,986.0794677734375,552.0302734375,1071.472900390625,85.78937994177664,right_ear,left_ankle,49.53761347355638,48.32206411066427,548.5155944824219,1018.4924926757812,536.1491394042969,995.3217468261719,0.016667
3,7.0,529.6004028320312,988.2515869140625,0.593392014503479,530.9005737304688,986.1712646484375,0.5744855403900146,529.34033203125,986.4313354492188,0.6521897315979004,534.8011474609375,986.6913452148438,0.6334524154663086,529.34033203125,987.471435546875,0.6241273880004883,538.9617919921875,994.4925537109375,0.6987653970718384,532.9808959960938,995.792724609375,0.6303102970123291,545.2027587890625,1008.0145874023438,0.536250114440918,537.4015502929688,1011.135009765625,0.5902292728424072,541.8222045898438,1021.0165405273438,0.5183654427528381,534.5411376953125,1022.5767822265625,0.5727577209472656,552.2238159179688,1017.8960571289062,0.6614977717399597,545.4627685546875,1018.4161376953125,0.5196520090103149,543.1224365234375,1042.85986328125,0.6428172588348389,537.4015502929688,1042.5997314453125,0.5724588632583618,547.2830810546875,1071.464111328125,0.7057982087135315,542.34228515625,1070.4239501953125,0.6228276491165161,149.89033994171749,140.65035301338963,151.49597341816664,151.69305885472033,26.829463218648275,26.677777959675037,15.966461669016354,11.793901698619432,14.892785559163267,13.434244740905712,52.1013433384887,53.795420731505395,86.66613796846549,83.84486871114305,529.34033203125,986.1712646484375,552.2238159179688,1071.464111328125,85.88778625283253,right_ear,left_ankle,50.7422759783607,48.47895816059858,548.8432922363281,1018.1560974121094,535.9713439941406,995.1426391601562,0.033333
4,10.0,528.5613403320312,988.52587890625,0.6483142375946045,530.1314697265625,986.1707153320312,0.6281749606132507,528.0379638671875,986.694091796875,0.6909114122390747,534.8418579101562,986.694091796875,0.6493829488754272,528.822998046875,987.4791259765625,0.5859963893890381,539.0288696289062,995.3297729492188,0.6931792497634888,533.010009765625,995.3297729492188,0.6233431696891785,541.9074096679688,1012.0778198242188,0.5609622001647949,537.197021484375,1011.292724609375,0.5699803829193115,538.5054931640625,1023.3303833007812,0.45811906456947327,534.3184814453125,1022.8070068359375,0.5475114583969116,552.1132202148438,1018.0966186523438,0.6763156652450562,545.571044921875,1018.6199951171875,0.529493510723114,542.9541625976562,1042.6951904296875,0.6513972282409668,537.458740234375,1042.6951904296875,0.5872442722320557,547.40283203125,1071.21923828125,0.7088570594787598,542.1690673828125,1070.43408203125,0.6290871500968933,151.2665527621432,153.42636533340612,151.7409614143074,150.71308208034702,27.508371093214325,28.00550129856599,16.5029358853943,11.868643054259364,16.99361841644337,11.755561266635382,51.92564928736384,53.33104605272238,87.27362249112838,91.0708256215958,528.0379638671875,986.1707153320312,552.1132202148438,1071.21923828125,85.77655063995411,right_ear,left_ankle,48.708367558951636,48.26976270111574,548.8421325683594,1018.3583068847656,536.0194396972656,995.3297729492188,0.05
5,13.0,528.1616821289062,988.2518310546875,0.6563998460769653,529.7278442382812,986.1636352539062,0.6362133026123047,527.6395874023438,986.4246826171875,0.6959888935089111,534.6873779296875,986.4246826171875,0.6641255617141724,528.4226684570312,987.207763671875,0.5854638814926147,539.1248168945312,995.2996215820312,0.7017029523849487,533.3822021484375,995.2996215820312,0.6395416855812073,541.9961547851562,1012.2664184570312,0.5665580034255981,537.5586547851562,1010.9612426757812,0.5950133800506592,536.7755737304688,1023.4906005859375,0.4734804034233093,534.4263305664062,1022.1854858398438,0.5585037469863892,552.1762084960938,1018.27001953125,0.6807792782783508,545.3894653320312,1018.5310668945312,0.5334855318069458,542.7792358398438,1042.806640625,0.6590907573699951,537.8197021484375,1042.806640625,0.5809966325759888,547.2166748046875,1070.9976806640625,0.7095949649810791,542.2571411132812,1070.214599609375,0.623341977596283,149.47580943419345,145.45064816131048,153.48457192264078,150.09898322988343,26.906131290892223,28.288694572966378,16.2089213679057,11.65311501776978,17.208043975991245,12.378882462137707,51.77836429337732,52.96039296467597,87.77600219298223,94.7636314246192,527.6395874023438,986.1636352539062,552.1762084960938,1070.9976806640625,85.87179318119202,right_ear,left_ankle,48.6409215495701,48.66330612800188,548.7828369140625,1018.4005432128906,536.2535095214844,995.2996215820312,0.066667
6,15.0,528.3048706054688,988.4966430664062,0.7182239890098572,529.872314453125,986.1454467773438,0.6972235441207886,527.2598876953125,986.40673828125,0.7495453357696533,534.8359375,986.1454467773438,0.696864128112793,527.7823486328125,987.45166015625,0.5714343786239624,539.015869140625,995.2890014648438,0.7106940746307373,533.7909545898438,995.2890014648438,0.6376636028289795,541.3670654296875,1011.747314453125,0.5531923174858093,537.7096557617188,1010.963623046875,0.5970262289047241,536.1421508789062,1023.5032958984375,0.4877164959907532,534.57470703125,1022.1970825195312,0.5543918609619141,552.0780029296875,1018.2784423828125,0.678510308265686,545.5469360351562,1018.5396728515625,0.5355558395385742,542.9345092773438,1042.8353271484375,0.6631556749343872,537.7096557617188,1042.5740966796875,0.5929772853851318,547.3756713867188,1071.0496826171875,0.7181859016418457,542.1507568359375,1070.265869140625,0.6347446441650391,150.37064652498157,147.9072404953522,152.82830452304404,150.63231400926887,26.919492824625106,28.36026563756509,16.15704120853612,11.662697598175049,16.62540797724761,12.864790391043975,51.83756760967695,52.98033331165554,88.331615905516,95.81570717607109,527.2598876953125,986.1454467773438,552.0780029296875,1071.0496826171875,85.86342443624149,right_ear,left_ankle,48.855407817439925,48.66214933464558,548.8124694824219,1018.4090576171875,536.4034118652344,995.2890014648438,0.083333
7,18.0,529.2312622070312,988.394775390625,0.7231661677360535,531.0640258789062,986.038330078125,0.7066992521286011,527.922119140625,986.56201171875,0.7668828964233398,535.7769165039062,986.3001708984375,0.7056129574775696,527.6602783203125,987.6093139648438,0.6240683794021606,539.4425048828125,995.2022705078125,0.701259434223175,533.1586303710938,995.7259521484375,0.629777729511261,543.6317138671875,1009.8646240234375,0.5688760280609131,537.6096801757812,1010.6500854492188,0.5784592032432556,540.4898071289062,1022.1704711914062,0.5001291036605835,534.991455078125,1022.4323120117188,0.5541200637817383,552.2720336914062,1018.2431030273438,0.6602107286453247,545.726318359375,1018.5048828125,0.5249519348144531,542.8462524414062,1042.593017578125,0.6514836549758911,537.6096801757812,1042.593017578125,0.5887435078620911,547.0354614257812,1071.1322021484375,0.7042698860168457,542.3225708007812,1070.0848388671875,0.6176531314849854,150.86445757837265,149.73206070403634,151.6508618206549,150.48802862436727,26.769178238298313,26.988528861448884,15.573747113116243,12.069629879663985,15.249068251271256,12.700608350526428,51.69214025406693,53.1477045123681,86.07401690884228,87.77605258737017,527.6602783203125,986.038330078125,552.2720336914062,1071.1322021484375,85.74071711211393,right_ear,left_ankle,49.39733483177924,48.21315767972627,548.9991760253906,1018.3739929199219,536.3005676269531,995.464111328125,0.1
8,21.0,529.33984375,988.0838012695312,0.7104862332344055,530.906494140625,985.7337646484375,0.6936548352241516,528.0342407226562,986.2560424804688,0.7544378638267517,535.3453979492188,985.9949340820312,0.6998173594474792,527.7731323242188,987.3004760742188,0.6187533140182495,539.0009155273438,994.8726806640625,0.7113084197044373,533.2564697265625,995.3948974609375,0.6327886581420898,543.1787109375,1009.7560424804688,0.564439594745636,537.9564819335938,1010.5393676757812,0.5899204015731812,539.7843017578125,1021.7671508789062,0.49706506729125977,534.8231811523438,1021.7671508789062,0.5706075429916382,552.317626953125,1018.1116333007812,0.6645317673683167,545.5287475585938,1018.6338500976562,0.5338649749755859,542.9176025390625,1042.6561279296875,0.6570072174072266,537.6953735351562,1042.39501953125,0.5915060043334961,547.3565063476562,1070.8560791015625,0.7162072062492371,542.13427734375,1070.07275390625,0.6333005428314209,147.16587593578748,148.53984008578917,152.64269743002828,150.0987859093665,26.418749687167974,26.905877092620596,15.857020301258753,11.65678726931901,15.458603864747365,12.481535908619685,51.550783243993706,52.977252481546806,86.60019295227399,88.33155155327292,527.7731323242188,985.7337646484375,552.317626953125,1070.8560791015625,85.8198539698414,right_ear,left_ankle,49.66951938965735,48.85574082290961,548.9231872558594,1018.3727416992188,536.1286926269531,995.1337890625,0.116667
9,25.0,529.0758056640625,987.9653930664062,0.7477571964263916,530.8992919921875,985.620849609375,0.7336685061454773,527.5127563476562,986.141845703125,0.7837406992912292,535.5884399414062,985.88134765625,0.7308212518692017,526.99169921875,987.1838989257812,0.611078679561615,539.2355346679688,994.7385864257812,0.7071341276168823,532.9833374023438,995.5200805664062,0.6300147771835327,543.1431274414062,1009.326904296875,0.5418669581413269,537.6724853515625,1010.368896484375,0.5837243795394897,538.4539794921875,1022.0916748046875,0.4855860471725464,534.54638671875,1021.5706787109375,0.5757384300231934,552.5213012695312,1018.18408203125,0.6665774583816528,545.2271728515625,1018.7051391601562,0.5393075346946716,542.882568359375,1042.4111328125,0.6581995487213135,537.4119873046875,1042.671630859375,0.6058031320571899,547.5717163085938,1071.0667724609375,0.7168784737586975,542.361572265625,1070.2852783203125,0.6442850232124329,146.8813568342455,144.83404697967086,151.77745275010082,149.01146939505682,26.09744789923668,27.364251722951362,15.571622993618377,11.629807294766483,15.102592479143912,13.598804160909966,51.65967888497963,53.11381494835125,86.56634021048042,91.63665733810683,526.99169921875,985.620849609375,552.5213012695312,1071.0667724609375,86.37055965972014,right_ear,left_ankle,49.81659678352661,49.33750439811283,548.8742370605469,1018.4446105957031,536.1094360351562,995.1293334960938,0.133333
10,29.0,528.4370727539062,987.62158203125,0.7186568975448608,530.507080078125,985.2927856445312,0.6994005441665649,527.6607666015625,985.551513671875,0.753758430480957,535.1647338867188,985.8102416992188,0.7247189283370972,527.6607666015625,986.8452758789062,0.578295111656189,539.0460815429688,994.86669921875,0.7154551148414612,533.3533935546875,995.3842163085938,0.6323250532150269,542.4098510742188,1010.39208984375,0.5359027981758118,537.7522583007812,1010.6508178710938,0.599150538444519,539.3048095703125,1022.5536499023438,0.4783156216144562,534.647216796875,1022.0361328125,0.5843567848205566,552.5013427734375,1018.15478515625,0.6727542877197266,545.773681640625,1018.6723022460938,0.5358014106750488,542.9273681640625,1042.477783203125,0.6610066890716553,537.4935302734375,1042.477783203125,0.5982666015625,547.3262329101562,1070.6822509765625,0.7213265895843506,542.4098510742188,1069.906005859375,0.642234206199646,148.67146794765472,153.4525528283902,150.65906168937778,149.64986933979384,26.683302492630386,27.688159533415824,15.88770387194304,11.801130414328485,15.885612972693366,12.551686173569,51.34401369208525,52.78178120906047,87.2207454431402,89.46460003126373,527.6607666015625,985.2927856445312,552.5013427734375,1070.6822509765625,86.11253659403764,right_ear,left_ankle,48.792473535969464,48.495187765877574,549.1375122070312,1018.4135437011719,536.1997375488281,995.1254577636719,0.15
