frame_no,batsman_detected,distance_to_bat,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16
0,1,,158.55003356933594,44.62757110595703,160.63250732421875,42.61534118652344,156.14651489257812,42.723358154296875,164.24496459960938,43.45464324951172,153.8033905029297,43.28895568847656,166.62039184570312,53.94451141357422,156.9860076904297,51.85326385498047,164.1889190673828,72.10041046142578,156.83950805664062,65.05013275146484,161.15220642089844,73.59374237060547,159.0420684814453,69.18795013427734,174.7795867919922,79.76907348632812,168.521484375,79.4687271118164,164.01402282714844,103.0278091430664,164.24978637695312,103.73634338378906,169.44863891601562,127.13356018066406,169.30392456054688,128.43690490722656
1,1,,158.33863830566406,44.57052230834961,160.4127655029297,42.54407501220703,156.03762817382812,42.65608596801758,164.15386962890625,43.39969253540039,154.0269317626953,43.24360656738281,166.53021240234375,53.99357986450195,157.67543029785156,52.01552200317383,164.10975646972656,72.28811645507812,157.6820526123047,65.65467834472656,160.87147521972656,73.11337280273438,159.31100463867188,69.11145782470703,174.72000122070312,79.86115264892578,168.94354248046875,79.53457641601562,164.0991973876953,103.31208801269531,164.5894775390625,103.88501739501953,169.6335906982422,127.39971923828125,169.24085998535156,128.4027099609375
2,1,,158.22900390625,44.47657012939453,160.3240203857422,42.439064025878906,155.97256469726562,42.54521560668945,164.13597106933594,43.35276794433594,154.10235595703125,43.189239501953125,166.451171875,54.018497467041016,157.9838104248047,52.20405578613281,164.04576110839844,72.3305435180664,158.1878662109375,66.13117980957031,160.74656677246094,72.98693084716797,159.45616149902344,69.06521606445312,174.6782989501953,79.88926696777344,169.131103515625,79.60391998291016,164.1480712890625,103.3067855834961,164.74099731445312,103.91680908203125,169.77943420410156,127.4511947631836,169.22970581054688,128.4044647216797
3,1,,158.01141357421875,44.39109802246094,160.0887908935547,42.326271057128906,155.8408966064453,42.46867370605469,164.02468872070312,43.25279235839844,154.2919921875,43.18327713012695,166.29397583007812,53.99163055419922,158.73049926757812,52.40910339355469,163.9845428466797,72.32894134521484,159.0193328857422,66.65290069580078,160.536376953125,72.81199645996094,159.66778564453125,69.05923461914062,174.53231811523438,80.07867431640625,169.5532989501953,79.80624389648438,163.952392578125,103.47647094726562,164.91180419921875,103.98136138916016,170.0575408935547,127.76264953613281,169.08816528320312,128.36221313476562
4,1,,157.7754364013672,44.2320442199707,159.8438720703125,42.154598236083984,155.70050048828125,42.311214447021484,163.8939208984375,43.11288833618164,154.4545135498047,43.0909309387207,166.16867065429688,53.9484977722168,159.33169555664062,52.61552810668945,163.94615173339844,72.37977600097656,159.7783203125,67.32267761230469,160.16921997070312,72.83370971679688,159.78338623046875,69.33690643310547,174.3061065673828,80.31584930419922,169.7686004638672,80.08283996582031,163.80909729003906,103.57047271728516,164.95492553710938,104.09781646728516,170.38232421875,127.98099517822266,168.98350524902344,128.44439697265625
5,1,,157.6317596435547,44.139984130859375,159.6748809814453,42.05852127075195,155.5831298828125,42.2274055480957,163.73348999023438,43.02820587158203,154.4317626953125,43.062984466552734,166.20848083496094,53.83566665649414,159.48451232910156,52.76937484741211,164.0861358642578,72.34747314453125,160.41856384277344,67.89472198486328,160.28384399414062,73.30818939208984,159.78750610351562,69.71356964111328,174.27684020996094,80.30545806884766,169.76260375976562,80.12175750732422,164.072021484375,103.58385467529297,164.65570068359375,104.10591125488281,170.50315856933594,128.07737731933594,168.9196319580078,128.42384338378906
6,1,,157.5782470703125,44.08890914916992,159.595703125,42.000301361083984,155.52725219726562,42.18825149536133,163.6163330078125,42.95015335083008,154.374267578125,43.05430221557617,166.2220001220703,53.682682037353516,159.494873046875,52.80681610107422,164.35202026367188,72.23670959472656,160.7415771484375,68.01146697998047,160.57054138183594,74.25694274902344,159.61940002441406,70.14616394042969,174.265625,80.23963165283203,169.73423767089844,80.10337829589844,164.07273864746094,103.47625732421875,164.3013458251953,104.03597259521484,170.58656311035156,128.15130615234375,168.8879852294922,128.47866821289062
7,1,,157.5122528076172,44.0958366394043,159.49949645996094,41.99490737915039,155.46250915527344,42.2086067199707,163.49822998046875,42.92477798461914,154.3527374267578,43.10539245605469,166.22378540039062,53.6685676574707,159.59019470214844,52.91328811645508,164.49342346191406,72.40437316894531,161.01983642578125,68.38603210449219,160.6005401611328,74.77278137207031,159.49647521972656,70.62706756591797,174.14698791503906,80.32915496826172,169.6788330078125,80.19963073730469,163.94381713867188,103.5398941040039,164.08685302734375,104.03099060058594,170.55296325683594,128.3055877685547,168.92234802246094,128.4718475341797
8,1,,157.48545837402344,44.05141830444336,159.4869384765625,41.95492172241211,155.42947387695312,42.14606475830078,163.4439697265625,42.93867111206055,154.2664794921875,43.06548309326172,166.16563415527344,53.745304107666016,159.43850708007812,52.986568450927734,164.60829162597656,72.57492065429688,161.0521240234375,68.59398651123047,160.74513244628906,75.16971588134766,159.43304443359375,70.97650909423828,174.19580078125,80.3062515258789,169.683837890625,80.18505859375,163.94119262695312,103.4860610961914,164.135986328125,103.98819732666016,170.42127990722656,128.28799438476562,169.06117248535156,128.46453857421875
9,1,,157.4255828857422,44.10480499267578,159.4402313232422,42.00669479370117,155.36761474609375,42.18252944946289,163.3990936279297,43.01428985595703,154.18812561035156,43.09971618652344,166.14805603027344,53.85581588745117,159.3290557861328,53.06251907348633,164.70384216308594,72.78052520751953,161.07568359375,68.74995422363281,160.93270874023438,75.35704803466797,159.4547119140625,71.06542205810547,174.28968811035156,80.2782974243164,169.7312774658203,80.14649200439453,164.00311279296875,103.49015045166016,164.2714080810547,103.95221710205078,170.27552795410156,128.2906494140625,169.13369750976562,128.4191131591797
