video_id,frame_no,fps,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
07578356-0cd9-4560-8c04-398e9bd2276b_delivery_2,0,29.89723998959551,215.6929473876953,248.81089782714844,214.0658721923828,247.2233428955078,216.00534057617188,247.0345001220703,209.56883239746094,247.22569274902344,214.24710083007812,246.28231811523438,205.4396209716797,253.2913818359375,208.952880859375,252.89630126953125,201.97103881835938,267.2163391113281,204.07455444335938,266.9626770019531,204.26324462890625,280.888916015625,205.92877197265625,280.5580139160156,189.93002319335938,270.6880187988281,192.17030334472656,270.6370544433594,199.92449951171875,291.80303955078125,200.17037963867188,291.611328125,196.25025939941406,315.4306640625,196.93797302246094,313.3630065917969
07578356-0cd9-4560-8c04-398e9bd2276b_delivery_2,1,29.89723998959551,215.7352752685547,248.72259521484375,214.0751495361328,247.14236450195312,215.98773193359375,246.9365234375,209.5398712158203,247.15335083007812,214.14024353027344,246.16358947753906,205.49884033203125,253.18075561523438,209.00320434570312,252.75265502929688,201.9569854736328,267.1522521972656,204.16131591796875,266.85223388671875,204.4261474609375,280.73480224609375,206.08358764648438,280.37591552734375,190.1802978515625,270.58953857421875,192.38876342773438,270.5220031738281,199.801025390625,291.94659423828125,199.85707092285156,291.773681640625,196.27684020996094,315.64208984375,196.79861450195312,313.62646484375
07578356-0cd9-4560-8c04-398e9bd2276b_delivery_2,2,29.89723998959551,215.75213623046875,248.6438751220703,214.07015991210938,247.07472229003906,215.99166870117188,246.8538055419922,209.5210723876953,247.1409149169922,214.11756896972656,246.11473083496094,205.49464416503906,253.20455932617188,209.03733825683594,252.72059631347656,201.9053955078125,267.2506408691406,204.14842224121094,266.84185791015625,204.5835723876953,280.57220458984375,206.08970642089844,280.1797790527344,190.33180236816406,270.6325988769531,192.55445861816406,270.537109375,199.73086547851562,292.0802001953125,199.6652069091797,291.8932800292969,196.29446411132812,315.8177185058594,196.5954132080078,313.8330383300781
07578356-0cd9-4560-8c04-398e9bd2276b_delivery_2,3,29.89723998959551,215.80516052246094,248.5131072998047,214.09063720703125,246.95237731933594,215.99317932128906,246.71701049804688,209.48138427734375,247.05540466308594,214.01046752929688,245.99520874023438,205.49049377441406,253.125732421875,209.07098388671875,252.59739685058594,201.82015991210938,267.2742004394531,204.23194885253906,266.7088623046875,204.8843536376953,280.09783935546875,206.27947998046875,279.6261291503906,190.66737365722656,270.61370849609375,192.87899780273438,270.5075988769531,199.52886962890625,292.2359619140625,199.21298217773438,292.1538391113281,196.25711059570312,316.0346374511719,196.15280151367188,314.2884826660156
07578356-0cd9-4560-8c04-398e9bd2276b_delivery_2,4,29.89723998959551,215.86154174804688,248.41224670410156,214.11053466796875,246.86862182617188,216.0120086669922,246.6099395751953,209.47061157226562,247.02467346191406,213.98049926757812,245.9114990234375,205.5070343017578,253.11277770996094,209.1737518310547,252.50897216796875,201.77554321289062,267.3119201660156,204.33839416503906,266.5929870605469,205.24264526367188,279.81097412109375,206.52362060546875,279.20745849609375,190.97113037109375,270.7342834472656,193.23611450195312,270.5761413574219,199.3505859375,292.4753723144531,199.08633422851562,292.321044921875,196.28631591796875,316.2662658691406,196.0929718017578,314.4810485839844
07578356-0cd9-4560-8c04-398e9bd2276b_delivery_2,5,29.89723998959551,215.77908325195312,248.41549682617188,214.01754760742188,246.83673095703125,215.9827880859375,246.5915985107422,209.3746337890625,246.9957275390625,214.03675842285156,245.91732788085938,205.42965698242188,253.1837921142578,209.16397094726562,252.5217742919922,201.74256896972656,267.267333984375,204.2886505126953,266.4102478027344,205.4041290283203,279.5849609375,206.5898895263672,278.89166259765625,191.0060272216797,270.7776794433594,193.31712341308594,270.56591796875,199.25735473632812,292.7110900878906,198.95108032226562,292.3847961425781,196.33447265625,316.4866638183594,196.15481567382812,314.4497985839844
07578356-0cd9-4560-8c04-398e9bd2276b_delivery_2,6,29.89723998959551,215.7633056640625,248.52740478515625,214.01113891601562,246.9107666015625,216.02137756347656,246.69219970703125,209.3470001220703,247.02085876464844,214.1387939453125,246.0139617919922,205.31336975097656,253.27073669433594,209.17994689941406,252.58316040039062,201.71669006347656,267.24615478515625,204.31472778320312,266.248779296875,205.4591064453125,279.3730773925781,206.59326171875,278.5500183105469,191.02877807617188,270.8092346191406,193.43556213378906,270.56622314453125,199.20254516601562,292.7863464355469,198.99417114257812,292.3609619140625,196.29061889648438,316.4792785644531,196.2110137939453,314.3163757324219
07578356-0cd9-4560-8c04-398e9bd2276b_delivery_2,7,29.89723998959551,215.79612731933594,248.69912719726562,214.04647827148438,247.0345458984375,216.08497619628906,246.84249877929688,209.3168182373047,247.01849365234375,214.23147583007812,246.0767822265625,205.2220458984375,253.2806854248047,209.1977996826172,252.55987548828125,201.75970458984375,267.1383972167969,204.4164581298828,265.9895935058594,205.46548461914062,279.25787353515625,206.67819213867188,278.29595947265625,191.013916015625,270.7667236328125,193.4949188232422,270.49066162109375,199.16490173339844,292.8070983886719,199.04501342773438,292.2796936035156,196.27549743652344,316.3733825683594,196.40782165527344,314.05859375
07578356-0cd9-4560-8c04-398e9bd2276b_delivery_2,8,29.89723998959551,215.81478881835938,248.85496520996094,214.0874786376953,247.1797637939453,216.14450073242188,247.0021209716797,209.3340301513672,247.09437561035156,214.345458984375,246.18275451660156,205.17547607421875,253.34625244140625,209.21368408203125,252.57357788085938,201.83782958984375,267.1413269042969,204.51080322265625,265.86322021484375,205.31390380859375,279.3379211425781,206.61672973632812,278.3868408203125,190.81744384765625,270.7370910644531,193.32699584960938,270.4474182128906,199.30735778808594,292.829833984375,199.10552978515625,292.2401123046875,196.41770935058594,316.3169250488281,196.45040893554688,313.88690185546875
07578356-0cd9-4560-8c04-398e9bd2276b_delivery_2,9,29.89723998959551,215.67361450195312,249.07275390625,213.99610900878906,247.37185668945312,216.0853729248047,247.23081970214844,209.28717041015625,247.17465209960938,214.4036865234375,246.35523986816406,205.03549194335938,253.427490234375,209.17076110839844,252.6796112060547,201.9180145263672,267.26824951171875,204.5366668701172,265.9590759277344,205.08523559570312,279.5785217285156,206.50401306152344,278.6761169433594,190.5947723388672,270.6990966796875,193.1697235107422,270.4310607910156,199.4014434814453,292.7447204589844,199.21517944335938,292.161376953125,196.5428466796875,316.14361572265625,196.58949279785156,313.695068359375
